Date,Text,Tokens
10/2023,boleh ga kalo kek gitu di tiap point coffee? lumayan ada banyak cabang di sini,"['boleh', 'ga', 'kalo', 'kek', 'gitu', 'di', 'tiap', 'point', 'coffee', 'lumayan', 'ada', 'banyak', 'cabang', 'di', 'sini']"
10/2023,sayang banget ditempatku gaada point coffee https://x.com/quaepe_/status/1708384890830667855?t=ezlgVW19jKaHyAJ2pGV8XQ&s=19…,"['sayang', 'banget', 'ditempatku', 'gaada', 'point', 'coffee']"
10/2023,Nangis banget soalnya Jepara ga ada point coffee,"['nangis', 'banget', 'soalnya', 'jepara', 'ga', 'ada', 'point', 'coffee']"
10/2023,point coffee emang enak! aku suka yg es kopi pandan sama palm sugar latte. selalu kumpulin stamp pake apk indomart soalnya kalau uda 10stamp bs tuker minuman gratis,"['point', 'coffee', 'emang', 'enak', 'aku', 'suka', 'yg', 'es', 'kopi', 'pandan', 'sama', 'palm', 'sugar', 'latte', 'selalu', 'kumpulin', 'stamp', 'pake', 'apk', 'indomart', 'soalnya', 'kalau', 'uda', 'bs', 'tuker', 'minuman', 'gratis']"
10/2023,Nangor g ada point coffee :(,"['nangor', 'g', 'ada', 'point', 'coffee']"
10/2023,Anjrittt?? Tau gitu tanggal 2 kemaren gue ke point coffee???,"['anjrittt', 'tau', 'gitu', 'tanggal', 'kemaren', 'gue', 'ke', 'point', 'coffee']"
10/2023,"Kalo di rumah memang enak ngeracik sendiri. Beli yg nescafe gold lebih enak nder. Tapi ya tetep kalo di luar rumah belinya fore, sbux, dll.","['kalo', 'di', 'rumah', 'memang', 'enak', 'ngeracik', 'sendiri', 'beli', 'yg', 'nescafe', 'gold', 'lebih', 'enak', 'nder', 'tapi', 'ya', 'tetep', 'kalo', 'di', 'luar', 'rumah', 'belinya', 'fore', 'sbux', 'dll']"
10/2023,"Pliss aku baru tauu tomoro coffe baru buka seminggu di kota ku, jadi mauu langsung cusse belii variant mactchanya","['pliss', 'aku', 'baru', 'tauu', 'tomoro', 'coffe', 'baru', 'buka', 'seminggu', 'di', 'kota', 'ku', 'jadi', 'mauu', 'langsung', 'cusse', 'belii', 'variant', 'mactchanya']"
10/2023,seriusan tomoro enakk? pan kapan mau coba deh,"['seriusan', 'tomoro', 'enakk', 'pan', 'kapan', 'mau', 'coba', 'deh']"
10/2023,"coconut aren latte nya enakk deh cobain, creamy gituu dan rasanya pun ga kaya santan. kalo yang tomoro aren latte nya kurang sukaa tp boleh di cobaa","['coconut', 'aren', 'latte', 'nya', 'enakk', 'deh', 'cobain', 'creamy', 'gituu', 'dan', 'rasanya', 'pun', 'ga', 'kaya', 'santan', 'kalo', 'yang', 'tomoro', 'aren', 'latte', 'nya', 'kurang', 'sukaa', 'tp', 'boleh', 'di', 'cobaa']"
10/2023,"Jangan samaian sma fore tuku lah, espresso yang dipake aja udah beda. terlalu langit dan bumi","['jangan', 'samaian', 'sma', 'fore', 'tuku', 'lah', 'espresso', 'yang', 'dipake', 'aja', 'udah', 'beda', 'terlalu', 'langit', 'dan', 'bumi']"
10/2023,Aaaa penasaran bngt sama tomoro coffee blm beli2 gueee,"['aaaa', 'penasaran', 'bngt', 'sama', 'tomoro', 'coffee', 'blm', 'gueee']"
10/2023,Minta less sugar aja biar ga terlalu manis Nder. Tapi tomoro kopinya ga nendang wkwks,"['minta', 'sugar', 'aja', 'biar', 'ga', 'terlalu', 'manis', 'nder', 'tapi', 'tomoro', 'kopinya', 'ga', 'nendang', 'wkwks']"
10/2023,Asli enak bgttttt tomoro. Mana sering promoan,"['asli', 'enak', 'bgttttt', 'tomoro', 'mana', 'sere', 'promoan']"
10/2023,Kopi kenangan beserta kebab nya~,"['kopi', 'kenangan', 'beserta', 'kebab']"
10/2023,Sama kak tomoro tp aou strawberry,"['sama', 'kak', 'tomoro', 'tp', 'aou', 'strawberry']"
10/2023,iya tomoro,"['iya', 'tomoro']"
10/2023,"rep ini skrg lagi di Tomoro jugaak wkwk. Matcha Oat Latte, Tomoro Oat Latte. Udah 2 itu aja yg udah di repurchase berkali kaliii","['rep', 'ini', 'skrg', 'lagi', 'di', 'tomoro', 'jugaak', 'wkwk', 'matcha', 'oat', 'latte', 'tomoro', 'oat', 'latte', 'udah', 'itu', 'aja', 'yg', 'udah', 'di', 'repurchase', 'berkali', 'kaliii']"
10/2023,Sama sama tomoro coffee nder,"['sama', 'sama', 'tomoro', 'coffee', 'nder']"
10/2023,lah tomoro coffee juga :v,"['lah', 'tomoro', 'coffee', 'juga', 'v']"
10/2023,Ga pernah bosen jajan di Point coffee,"['ga', 'pernah', 'bosen', 'jajan', 'di', 'point', 'coffee']"
10/2023,Sama nih tomoro juga,"['sama', 'nih', 'tomoro', 'juga']"
10/2023,Sama lagi tomoro,"['sama', 'lagi', 'tomoro']"
10/2023,ih jadi nyeseeellll hari ini batal mampir ke point coffee,"['ih', 'jadi', 'nyeseeellll', 'hari', 'ini', 'batal', 'mampir', 'ke', 'point', 'coffee']"
10/2023,"Hfttt emg enak bgttttt, dulu sempet ke point coffee katanya udh ga dijual krn seasonal, sekarang dijual lagi, terharu T.T","['hfttt', 'emg', 'enak', 'bgttttt', 'dulu', 'sempet', 'ke', 'point', 'coffee', 'katanya', 'udh', 'ga', 'dijual', 'krn', 'seasonal', 'sekarang', 'dijual', 'lagi', 'terharu']"
10/2023,"Aku kemaren nunggu promo mondaynya point coffee, kukira yang keluar matcha frappe ternyata ini. Gak jadi beli tapi kok ini diliat2 kayaknya enak","['aku', 'kemaren', 'nunggu', 'promo', 'mondaynya', 'point', 'coffee', 'kukira', 'yang', 'keluar', 'matcha', 'frappe', 'ternyata', 'ini', 'gak', 'jadi', 'beli', 'tapi', 'kok', 'ini', 'kayaknya', 'enak']"
10/2023,"Point coffee masih terenak & worth it sejauh ini. Di kupisop kekinian 25k dpt cup kecil, disini dapet gelas tanggung. Mana kl bayar pake gopay kdg dpt diskon","['point', 'coffee', 'masih', 'terenak', 'worth', 'sejauh', 'ini', 'di', 'kupisop', 'kekinian', 'dpt', 'cup', 'kecil', 'disini', 'dapet', 'gelas', 'tanggung', 'mana', 'kl', 'bayar', 'pake', 'gopay', 'kdg', 'dpt', 'diskon']"
10/2023,gwenchana atau tidaknya hidup ini gw harus tetap memburu promo i do like monday nya point coffee,"['gwenchana', 'atau', 'tidaknya', 'hidup', 'ini', 'gw', 'harus', 'tetap', 'memburu', 'promo', 'like', 'monday', 'nya', 'point', 'coffee']"
10/2023,"guys tolong bimbing aku kalo mau beli pake promo ini gimana caranya, ak blum pernah bli di point coffee soalna klo harga normal belum bisa beli","['guy', 'tolong', 'bimbe', 'aku', 'kalo', 'mau', 'beli', 'pake', 'promo', 'ini', 'gimana', 'caranya', 'ak', 'blum', 'pernah', 'bli', 'di', 'point', 'coffee', 'soalna', 'klo', 'harga', 'normal', 'belum', 'bisa', 'beli']"
10/2023,Daerahku gaada point coffee pdhl mcd dll ada tp knp point gaada,"['daerahku', 'gaada', 'point', 'coffee', 'pdhl', 'mcd', 'dll', 'ada', 'tp', 'knp', 'point', 'gaada']"
10/2023,"aku suka di point coffee yg kopi latte. kalau yg botolan, kopi gula aren dan hazelnut kopi.","['aku', 'suka', 'di', 'point', 'coffee', 'yg', 'kopi', 'latte', 'kalau', 'yg', 'botolan', 'kopi', 'gula', 'aren', 'dan', 'hazelnut', 'kopi']"
10/2023,"kmaren nyoba Fore yg baru opening di Purwokerto, ternyata lebih enak @pointcoffeeid .. aftertaste nya Fore malah eneg..","['kmaren', 'nyoba', 'fore', 'yg', 'baru', 'opening', 'di', 'purwokerto', 'ternyata', 'lebih', 'enak', 'aftertaste', 'nya', 'fore', 'malah', 'eneg']"
10/2023,"Gue suka cinnamon roll, tapi cinnamon roll di sbux & fore b aja sih","['gue', 'suka', 'cinnamon', 'roll', 'tapi', 'cinnamon', 'roll', 'di', 'sbux', 'fore', 'b', 'aja', 'sih']"
10/2023,Prnh cobain cinnamon roll nya tomoro sih ga suka. Rasanya kayu manis bgt,"['prnh', 'cobain', 'cinnamon', 'roll', 'nya', 'tomoro', 'sih', 'ga', 'suka', 'rasanya', 'kayu', 'manis', 'bgt']"
10/2023,"Enak bangeeettt, apalagi kalo masih anget Yg tomoro coffee juga enak","['enak', 'bangeeettt', 'apalagi', 'kalo', 'masih', 'anget', 'yg', 'tomoro', 'coffee', 'juga', 'enak']"
10/2023,coba cinnamon roll tomoro deh,"['coba', 'cinnamon', 'roll', 'tomoro', 'deh']"
10/2023,"Dlu aku cuma ngeclaim starbucks sm fore aja sih nder. Yg lain gtau soalnya ada yg ada min pembelian, jd males","['dlu', 'aku', 'cuma', 'ngeclaim', 'starbuck', 'sm', 'fore', 'aja', 'sih', 'nder', 'yg', 'lain', 'gtau', 'soalnya', 'ada', 'yg', 'ada', 'min', 'pembelian', 'jd', 'male']"
10/2023,iced mocha (less sugar) nya point coffee sih,"['ice', 'mocha', 'sugar', 'nya', 'point', 'coffee', 'sih']"
10/2023,Kopi kenangan gulan aren sama Nescafe Evlair Latte masih jadi favorit kalo kopi botolan. Kalo kopi sachet masih kopi Liong Bulan yang terbaik,"['kopi', 'kenangan', 'gulan', 'aren', 'sama', 'nescafe', 'evlair', 'latte', 'masih', 'jadi', 'favorit', 'kalo', 'kopi', 'botolan', 'kalo', 'kopi', 'sachet', 'masih', 'kopi', 'liong', 'bulan', 'yang', 'terbaik']"
10/2023,"Pas ultah kmren, niatnya pen ke sbux ato nyobain matcha seriesnya kopken tapi malah ke fore","['pas', 'ultah', 'kmren', 'niatnya', 'pen', 'ke', 'sbux', 'ato', 'nyobain', 'matcha', 'seriesnya', 'kopken', 'tapi', 'malah', 'ke', 'fore']"
10/2023,Kopi kenangan~,['kopi']
10/2023,"sama nder point coffee, emang enak sekali inii","['sama', 'nder', 'point', 'coffee', 'emang', 'enak', 'sekali', 'inii']"
10/2023,"Pgn bgt cobain point coffee tpi di sumbar g adaa, waktu ke jkt gaada kesempatan mulu","['pgn', 'bgt', 'cobain', 'point', 'coffee', 'tpi', 'di', 'sumbar', 'g', 'adaa', 'waktu', 'ke', 'jkt', 'gaada', 'kesempatan', 'mulu']"
10/2023,kopi kenangan mantan mantap jiwaa,"['kopi', 'kenangan', 'mantan', 'mantap', 'jiwaa']"
10/2023,"Sama nder, point coffee penghilang stress, dan penghilang uang di dompet wkwk","['sama', 'nder', 'point', 'coffee', 'penghilang', 'stress', 'dan', 'penghilang', 'uang', 'di', 'dompet', 'wkwk']"
10/2023,point coffee menuu ini mau diskon atau ga diskon tetep aku gas,"['point', 'coffee', 'menuu', 'ini', 'mau', 'diskon', 'atau', 'ga', 'diskon', 'tetep', 'aku', 'gas']"
10/2023,Fore coffee nderr tapi download aplikasi nya dulu,"['fore', 'coffee', 'nderr', 'tapi', 'download', 'aplikasi', 'nya', 'dulu']"
10/2023,SETUJU mba mas tomoro baik baik sekaliiiii,"['setuju', 'mba', 'mas', 'tomoro', 'baik', 'baik', 'sekaliiiii']"
10/2023,Ada yang tau gak tomoro udah halal atau belum ya? Pengen coba matchanya,"['ada', 'yang', 'tau', 'gak', 'tomoro', 'udah', 'halal', 'atau', 'belum', 'ya', 'pengen', 'coba', 'matchanya']"
10/2023,"Ngga tau nder, blom saatnya aku minum starbaks soalnya masih miskin, pling beli kopi kenangan lewat aplikasi yg 10k","['ngga', 'tau', 'nder', 'blom', 'saatnya', 'aku', 'minum', 'starbak', 'soalnya', 'masih', 'miskin', 'ple', 'beli', 'kopi', 'kenangan', 'lewat', 'aplikasi', 'yg']"
10/2023,"Pink pop lemonade sama hojichaaa. Sumpah tomoro tuh enak, terus murah banget, saking murahnya tas spunbond dari tomoro udah numpuk","['pink', 'pop', 'lemonade', 'sama', 'hojichaaa', 'sumpah', 'tomoro', 'tuh', 'enak', 'terus', 'murah', 'banget', 'sake', 'murahnya', 'tas', 'spunbond', 'dari', 'tomoro', 'udah', 'numpuk']"
10/2023,kapan Tomoro buka di sini yaa:( rasanya g kalah sama fore tp lebih murah,"['kapan', 'tomoro', 'buka', 'di', 'sini', 'yaa', 'rasanya', 'g', 'kalah', 'sama', 'fore', 'tp', 'lebih', 'murah']"
10/2023,EMANG ENAK!!!! menu andalan kalo ke fore,"['emang', 'enak', 'menu', 'andalan', 'kalo', 'ke', 'fore']"
10/2023,"gue pernah kerja di fore coffe, si bittersctchseasaltlatte ini emang best seller, dan yang bikin enak tu sea salt cream nya rasanya creamy udah gt asin dikit gitu tp susunya ttp berasa, diatasnya ditambah caramel crumble jd rasanya manis asin tp ada kopinya juga","['gue', 'pernah', 'kerja', 'di', 'fore', 'coffe', 'si', 'bittersctchseasaltlatte', 'ini', 'emang', 'good', 'seller', 'dan', 'yang', 'bikin', 'enak', 'tu', 'sea', 'salt', 'cream', 'nya', 'rasanya', 'creamy', 'udah', 'gt', 'asin', 'dikit', 'gitu', 'tp', 'susunya', 'ttp', 'berasa', 'diatasnya', 'ditambah', 'caramel', 'crumble', 'jd', 'rasanya', 'manis', 'asin', 'tp', 'ada', 'kopinya', 'juga']"
10/2023,Fore emg enakk,"['fore', 'emg', 'enakk']"
10/2023,emang seenak itu nderrr gaperna ganti menu tiap beli di fore selalu butterscotch seasalt,"['emang', 'seenak', 'itu', 'nderrr', 'gaperna', 'ganti', 'menu', 'tiap', 'beli', 'di', 'fore', 'selalu', 'butterscotch', 'seasalt']"
10/2023,semua menu kopinya fore enak sih menurutku,"['semua', 'menu', 'kopinya', 'fore', 'enak', 'sih', 'menurutku']"
10/2023,"HBD senderr jgn lupa manfaatin promo tawan, sushitei, fore, & starbucks","['hbd', 'senderr', 'jgn', 'lupa', 'manfaatin', 'promo', 'tawan', 'sushitei', 'fore', 'starbuck']"
10/2023,"Pengen point coffee, gw skrg dah jarang beli krn jauh","['pengen', 'point', 'coffee', 'gw', 'skrg', 'dah', 'jarang', 'beli', 'krn', 'jauh']"
10/2023,Gula aren + susu ultra + evaporasi. Rasanya mirip point coffee,"['gula', 'aren', 'susu', 'ultra', 'evaporasi', 'rasanya', 'mirip', 'point', 'coffee']"
10/2023,Kalo ke point coffee pasti pesennya palm sugar latte,"['kalo', 'ke', 'point', 'coffee', 'pasti', 'pesennya', 'palm', 'sugar', 'latte']"
10/2023,"sebagai pelanggan point coffee, ini adalah menu andalanku coffee: caramel macchiato 3shots, less sugar. ice shaken creamy latte less sugar non-coffee: cookies n cream less sugar, crunchy caramel less sugar. pokoknya semua menu point coffee enak kalo less sugar wkwk","['sebagai', 'pelanggan', 'point', 'coffee', 'ini', 'adalah', 'menu', 'andalanku', 'coffee', 'caramel', 'macchiato', 'sugar', 'ice', 'shake', 'creamy', 'latte', 'sugar', 'non', 'coffee', 'cookie', 'n', 'cream', 'sugar', 'crunchy', 'caramel', 'sugar', 'pokoknya', 'semua', 'menu', 'point', 'coffee', 'enak', 'kalo', 'sugar', 'wkwk']"
10/2023,mau nyimak dulu karena beli point coffee selalu zonk,"['mau', 'nyimak', 'dulu', 'karena', 'beli', 'point', 'coffee', 'selalu', 'zonk']"
10/2023,"Saya, menu wajib kalau ke Point Coffee ga ada yang lain.","['saya', 'menu', 'wajib', 'kalau', 'ke', 'point', 'coffee', 'ga', 'ada', 'yang', 'lain']"
10/2023,aku belum pernah minum point coffee next day mau coba pokoknya,"['aku', 'belum', 'pernah', 'minum', 'point', 'coffee', 'day', 'mau', 'coba', 'pokoknya']"
10/2023,"aku suka nya tomoro aren latte, oat latte sama manuka oat latte. tp yg aren latte paling sering order","['aku', 'suka', 'nya', 'tomoro', 'aren', 'latte', 'oat', 'latte', 'sama', 'manuka', 'oat', 'latte', 'tp', 'yg', 'aren', 'latte', 'pale', 'sere', 'order']"
10/2023,"Jco, koi, flash coffee, sama %arabica walau agak pait. Yang murmer matcha point coffee, tapi pilih half sugar.","['jco', 'koi', 'flash', 'coffee', 'sama', 'arabica', 'walau', 'agak', 'pait', 'yang', 'murmer', 'matcha', 'point', 'coffee', 'tapi', 'pilih', 'half', 'sugar']"
10/2023,"masih tuku sama kopken sih, tomoro buat aku manisss banget","['masih', 'tuku', 'sama', 'kopken', 'sih', 'tomoro', 'buat', 'aku', 'manisss', 'banget']"
10/2023,"produk indomaret mulai dari coklatnya yang bulet-bulet (apalagi yang blueberry), durian pastry, apple pie, sampe frappe point coffee yang udah pernah kucobain enak-enak semuaaa ya Allah","['produk', 'indomaret', 'mulai', 'dari', 'coklatnya', 'yang', 'bulet', 'bulet', 'apalagi', 'yang', 'blueberry', 'durian', 'pastry', 'apple', 'pie', 'sampe', 'frappe', 'point', 'coffee', 'yang', 'udah', 'pernah', 'kucobain', 'enak', 'enak', 'semuaaa', 'ya', 'allah']"
10/2023,1. sbux caramel macchiato 2. mocha latte iced 3. ice kopi kenangan mantan CEO itu sih nyari aman nya,"['sbux', 'caramel', 'macchiato', 'mocha', 'latte', 'ice', 'ice', 'kopi', 'kenangan', 'mantan', 'ceo', 'itu', 'sih', 'nyari', 'aman', 'nya']"
10/2023,"Selamat ulang tahun nder ,, btw yuk ke sushi tei, Tawan, sbux, fore, buat ambil hadiah ultah kamu Jangan takut pergi dan makan sendirian ya nder","['selamat', 'ulang', 'tahun', 'nder', 'btw', 'yuk', 'ke', 'sushi', 'tei', 'tawan', 'sbux', 'fore', 'buat', 'ambil', 'hadiah', 'ultah', 'kamu', 'jangan', 'takut', 'pergi', 'dan', 'makan', 'sendirian', 'ya', 'nder']"
10/2023,"Baru bgt bbrp minggu lalu minum kopi tomoro cuma salahnya blm kerendem es batu bgt udh keminum hampir segelas, dan endingnya melilit parah karna lgi hamil sampe dikira kontraksi palsu untung dapet obat dri RS dan sembuh. Abis itu stop minum kopi sih","['baru', 'bgt', 'bbrp', 'minggu', 'lalu', 'minum', 'kopi', 'tomoro', 'cuma', 'salahnya', 'blm', 'kerendem', 'es', 'batu', 'bgt', 'udh', 'keminum', 'hampir', 'segelas', 'dan', 'endingnya', 'melilit', 'parah', 'karna', 'lgi', 'hamil', 'sampe', 'dikira', 'kontraksi', 'palsu', 'untung', 'dapet', 'obat', 'dri', 'rs', 'dan', 'sembuh', 'abis', 'itu', 'stop', 'minum', 'kopi', 'sih']"
10/2023,FORE for lyfe! Iced Buttercream Latte jd kopi favoritku akhir-akhir ini karena nagih bgt!,"['fore', 'lyfe', 'iced', 'buttercream', 'latte', 'jd', 'kopi', 'favoritku', 'akhir', 'akhir', 'ini', 'karena', 'nagih', 'bgt']"
10/2023,btw nder itu fore di citra kah?,"['btw', 'nder', 'itu', 'fore', 'di', 'citra', 'kah']"
10/2023,Aku juga punya foto wkt minum fore nderrr matcha lattenya ena poooollll,"['aku', 'juga', 'punya', 'foto', 'wkt', 'minum', 'fore', 'nderrr', 'matcha', 'lattenya', 'ena', 'poooollll']"
10/2023,"mau rekomendasi minum fore yang enak dong, kebetulan di dom aku baru ada","['mau', 'rekomendasi', 'minum', 'fore', 'yang', 'enak', 'dong', 'kebetulan', 'di', 'dom', 'aku', 'baru', 'ada']"
10/2023,"sama sih fore, traktiran org kantor","['sama', 'sih', 'fore', 'traktiran', 'org', 'kantor']"
10/2023,Ini Fore manaa?,"['ini', 'fore', 'manaa']"
10/2023,Aku juga habis minum ke fore tadi:),"['aku', 'juga', 'habis', 'minum', 'ke', 'fore', 'tadi']"
10/2023,dah lama ga menikmati americano nya fore,"['dah', 'lama', 'ga', 'menikmati', 'americano', 'nya', 'fore']"
10/2023,Enak benernih fore,"['enak', 'benernih', 'fore']"
10/2023,Light buttercream atau praline (lupa nama lengkapnya) enakk. Tp setauku Fore kopinya rata2 strong deh,"['light', 'buttercream', 'atau', 'praline', 'lupa', 'nama', 'lengkapnya', 'enakk', 'tp', 'setauku', 'fore', 'kopinya', 'strong', 'deh']"
10/2023,mau ke fore,"['mau', 'ke', 'fore']"
10/2023,"Ah fore seenak itu, plis buka di Jambi dong","['ah', 'fore', 'seenak', 'itu', 'plis', 'buka', 'di', 'jambi', 'dong']"
10/2023,"Sama nder minum fore juga, sama mam sushi","['sama', 'nder', 'minum', 'fore', 'juga', 'sama', 'mam', 'sushi']"
10/2023,fore kapan buka store di Serang dah,"['fore', 'kapan', 'buka', 'store', 'di', 'serang', 'dah']"
10/2023,Dirikuuuu. Apalagi di fore hm matchanya enak pisaaaann,"['dirikuuuu', 'apalagi', 'di', 'fore', 'hm', 'matchanya', 'enak', 'pisaaaann']"
10/2023,"Matcha latter tomoro enak banget, definisi matcha asli","['matcha', 'tomoro', 'enak', 'banget', 'definisi', 'matcha', 'asli']"
10/2023,"Banyak di base sebelah (df) suka pada spill Klo yg saya tau sutei, starbak, fore, double u steak, tawan, boost, point, nannys pav, dcost, holycow","['banyak', 'di', 'base', 'sebelah', 'df', 'suka', 'pada', 'spill', 'klo', 'yg', 'saya', 'tau', 'sutei', 'starbak', 'fore', 'double', 'u', 'steak', 'tawan', 'boost', 'point', 'nannys', 'pav', 'dcost', 'holycow']"
10/2023,"Dia bitter but creamy, tp gak bikin mules, cuma kalo disandingkan sama butterscotch nya fore aku permisi dulu","['dia', 'bitter', 'creamy', 'tp', 'gak', 'bikin', 'mules', 'cuma', 'kalo', 'disandingkan', 'sama', 'butterscotch', 'nya', 'fore', 'aku', 'permisi', 'dulu']"
10/2023,"Janjiw kurang nampol matchanya. Klo prefer yg pait mending cobain punyanya Fore, enak bgt itu","['janjiw', 'kurang', 'nampol', 'matchanya', 'klo', 'prefer', 'yg', 'pait', 'mend', 'cobain', 'punyanya', 'fore', 'enak', 'bgt', 'itu']"
10/2023,"kopken, tp kalo mau yg lebih pait mending fore nder","['kopken', 'tp', 'kalo', 'mau', 'yg', 'lebih', 'pait', 'mend', 'fore', 'nder']"
10/2023,"Sama aja, yg enak matchanya fore","['sama', 'aja', 'yg', 'enak', 'matchanya', 'fore']"
10/2023,Janjiw. Fore sama kopken kemanisan bgt di aku trus kaya butir2nya kasar ga nyatu gitu apa gmn ya,"['janjiw', 'fore', 'sama', 'kopken', 'kemanisan', 'bgt', 'di', 'aku', 'trus', 'kaya', 'kasar', 'ga', 'nyatu', 'gitu', 'apa', 'gmn', 'ya']"
10/2023,Kopken kalo mau yang lebih mantep lagi menurutku punya fore,"['kopken', 'kalo', 'mau', 'yang', 'lebih', 'mantep', 'lagi', 'menurutku', 'punya', 'fore']"
10/2023,fore enak nder atau kalau ada di tempatmu 28 coffe atau couve juga termasuk enak,"['fore', 'enak', 'nder', 'atau', 'kalau', 'ada', 'di', 'tempatmu', 'coffe', 'atau', 'couve', 'juga', 'termasuk', 'enak']"
10/2023,Kopi kenangan!! Please enak bgttt rasa pait matchanya masih berasa,"['kopi', 'kenangan', 'enak', 'bgttt', 'rasa', 'pait', 'matchanya', 'masih', 'berasa']"
10/2023,"Enak, tapi tetep enakan americano fore nder","['enak', 'tapi', 'tetep', 'enakan', 'americano', 'fore', 'nder']"
10/2023,"Kulinernya Indomaret emg >>> minimarket sebelah (ya walaupun brandnya bukan punya indomaret ya). Point coffee, Saybread, ama sosis itu sangat worth it dengan harga segitu","['kulinernya', 'indomaret', 'emg', 'minimarket', 'sebelah', 'ya', 'walaupun', 'brandnya', 'bukan', 'punya', 'indomaret', 'ya', 'point', 'coffee', 'saybread', 'ama', 'sosis', 'itu', 'sangat', 'worth', 'dengan', 'harga', 'segitu']"
10/2023,"Aku juga suka gini Belum nyobain punya point sih, tapi di coffee shop lokal di domisili aku ada menu based-nya americano tapi ada hinted mint-nya gitu, lucu rasanya tapi enaakkk","['aku', 'juga', 'suka', 'gini', 'belum', 'nyobain', 'punya', 'point', 'sih', 'tapi', 'di', 'coffee', 'shop', 'lokal', 'di', 'domisili', 'aku', 'ada', 'menu', 'base', 'nya', 'americano', 'tapi', 'ada', 'hint', 'mint', 'nya', 'gitu', 'lucu', 'rasanya', 'tapi', 'enaakkk']"
10/2023,"fyi ajh punya fore enak nder sgni harganya, tambah 6k jd 35 ajh kalo mau upsize ke large. klo pesen lewat app sering dpt voc yg lumayan coba di cek deh!","['fyi', 'ajh', 'punya', 'fore', 'enak', 'nder', 'sgni', 'harganya', 'tambah', 'jd', 'ajh', 'kalo', 'mau', 'upsize', 'ke', 'large', 'klo', 'pesen', 'lewat', 'app', 'sere', 'dpt', 'voc', 'yg', 'lumayan', 'coba', 'di', 'cek', 'deh']"
